county_id,county_desc,election_dt,contest_id,contest_title,contest_party_lbl,contest_vote_for,is_admin_juris,precinct_code,precinct_name,result_type_lbl,result_type_des,candidate_id,candidate_name,candidate_party_lbl,group_num,group_name,voting_method_lbl,voting_method_rslt_desc,group_vote_ct_adj
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,STD,<NORMAL>,1756,Greg Atkins,DEM,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,STD,<NORMAL>,1756,Greg Atkins,DEM,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,STD,<NORMAL>,1756,Greg Atkins,DEM,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,STD,<NORMAL>,1756,Greg Atkins,DEM,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,STD,<NORMAL>,1756,Greg Atkins,DEM,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,STD,<NORMAL>,1756,Greg Atkins,DEM,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,STD,<NORMAL>,1756,Greg Atkins,DEM,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,STD,<NORMAL>,1756,Greg Atkins,DEM,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,STD,<NORMAL>,1756,Greg Atkins,DEM,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,STD,<NORMAL>,1756,Greg Atkins,DEM,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,STD,<NORMAL>,1756,Greg Atkins,DEM,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,STD,<NORMAL>,1756,Greg Atkins,DEM,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,OVT,OVER VOTES,0,OVER VOTE,,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,OVT,OVER VOTES,0,OVER VOTE,,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,OVT,OVER VOTES,0,OVER VOTE,,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,OVT,OVER VOTES,0,OVER VOTE,,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,OVT,OVER VOTES,0,OVER VOTE,,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,OVT,OVER VOTES,0,OVER VOTE,,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,OVT,OVER VOTES,0,OVER VOTE,,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,OVT,OVER VOTES,0,OVER VOTE,,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,OVT,OVER VOTES,0,OVER VOTE,,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,OVT,OVER VOTES,0,OVER VOTE,,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,OVT,OVER VOTES,0,OVER VOTE,,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,OVT,OVER VOTES,0,OVER VOTE,,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,UVT,UNDER VOTES,0,UNDER VOTE,,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,UVT,UNDER VOTES,0,UNDER VOTE,,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,UVT,UNDER VOTES,0,UNDER VOTE,,2,ELECTION DAY,V,Election Day,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,UVT,UNDER VOTES,0,UNDER VOTE,,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,UVT,UNDER VOTES,0,UNDER VOTE,,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,UVT,UNDER VOTES,0,UNDER VOTE,,3,ONE-STOP,O,Absentee: One-Stop,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,UVT,UNDER VOTES,0,UNDER VOTE,,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,UVT,UNDER VOTES,0,UNDER VOTE,,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,UVT,UNDER VOTES,0,UNDER VOTE,,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,OS LOB,,UVT,UNDER VOTES,0,UNDER VOTE,,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,ABSENTEE BY MAIL,,UVT,UNDER VOTES,0,UNDER VOTE,,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,True,PROVISIONAL,,UVT,UNDER VOTES,0,UNDER VOTE,,5,PROVISIONAL,P,Provisional,1
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,False,C1,COLERAIN 1,STD,<NORMAL>,1756,Greg Atkins,DEM,2,ELECTION DAY,V,Election Day,255
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,False,C1,COLERAIN 1,STD,<NORMAL>,1756,Greg Atkins,DEM,3,ONE-STOP,O,Absentee: One-Stop,94
8,BERTIE,2018-11-06,907,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,,1,False,C1,COLERAIN 1,STD,<NORMAL>,1756,Greg Atkins,DEM,4,ABSENTEE BY-MAIL,M,Absentee: By-Mail,6
