county_id,county_desc,election_dt,contest_id,contest_title,contest_party_lbl,contest_vote_for,is_admin_juris,precinct_code,precinct_name,result_type_lbl,result_type_des,candidate_id,candidate_name,candidate_party_lbl,group_num,group_name,voting_method_lbl,voting_method_rslt_desc,group_vote_ct_adj
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1684,Against,NON,2,ELCTN DAY,V,Election Day,375
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1684,Against,NON,3,1-STOP,O,Absentee: One-Stop,542
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1684,Against,NON,4,ABS MAIL,M,Absentee: By-Mail,20
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1684,Against,NON,5,PROV,P,Provisional,5
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1683,For,NON,2,ELCTN DAY,V,Election Day,291
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1683,For,NON,3,1-STOP,O,Absentee: One-Stop,402
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1683,For,NON,4,ABS MAIL,M,Absentee: By-Mail,10
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,STD,<NORMAL>,1683,For,NON,5,PROV,P,Provisional,3
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,OVT,OVER VOTES,0,OVER VOTE,,2,ELCTN DAY,V,Election Day,1
18,CATAWBA,2018-11-06,840,BIPARTISAN BOARD OF ETHICS AND ELECTIONS,,1,False,01,BALLS CREEK,OVT,OVER VOTES,0,OVER VOTE,,3,1-STOP,O,Absentee: One-Stop,3
