County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	One Stop	Absentee by Mail	Provisional	Total Votes	Real Precinct
CRAVEN	09/10/2019	N2	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	1	3	0	0	4	Y
CRAVEN	09/10/2019	N3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	133	90	2	0	225	Y
CRAVEN	09/10/2019	N3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	4	0	0	0	4	Y
CRAVEN	09/10/2019	N3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	147	98	0	0	245	Y
CRAVEN	09/10/2019	N3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	2	1	0	0	3	Y
CRAVEN	09/10/2019	N4	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	213	226	2	0	441	Y
CRAVEN	09/10/2019	N4	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
CRAVEN	09/10/2019	N4	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	198	106	7	0	311	Y
CRAVEN	09/10/2019	N4	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	1	0	0	1	Y
CRAVEN	09/10/2019	N5	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	81	144	3	0	228	Y
CRAVEN	09/10/2019	N5	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
CRAVEN	09/10/2019	N5	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	57	44	1	0	102	Y
CRAVEN	09/10/2019	N5	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	1	0	0	1	Y
CRAVEN	09/10/2019	N6	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	308	295	9	0	612	Y
CRAVEN	09/10/2019	N6	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	5	2	0	0	7	Y
CRAVEN	09/10/2019	N6	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	449	276	9	0	734	Y
CRAVEN	09/10/2019	N6	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	4	4	0	0	8	Y
CUMBERLAND	09/10/2019	AL51	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	1	0	0	1	Y
CUMBERLAND	09/10/2019	AL51	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	795	166	8	0	969	Y
CUMBERLAND	09/10/2019	AL51	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	427	193	3	0	623	Y
CUMBERLAND	09/10/2019	AL51	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	1	0	0	2	Y
CUMBERLAND	09/10/2019	CC01	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	1	0	0	1	Y
CUMBERLAND	09/10/2019	CC01	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	33	24	0	0	57	Y
CUMBERLAND	09/10/2019	CC01	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	270	163	0	0	433	Y
CUMBERLAND	09/10/2019	CC01	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	2	0	0	4	Y
CUMBERLAND	09/10/2019	CC05	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	CC05	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	40	15	1	0	56	Y
CUMBERLAND	09/10/2019	CC05	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	282	76	0	0	358	Y
CUMBERLAND	09/10/2019	CC05	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	1	0	0	2	Y
CUMBERLAND	09/10/2019	CC08	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	CC08	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	52	7	0	0	59	Y
CUMBERLAND	09/10/2019	CC08	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	21	25	2	0	48	Y
CUMBERLAND	09/10/2019	CC08	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	1	0	0	1	Y
CUMBERLAND	09/10/2019	CC16	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	1	0	0	3	Y
CUMBERLAND	09/10/2019	CC16	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	12	2	0	0	14	Y
CUMBERLAND	09/10/2019	CC16	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	492	222	0	0	714	Y
CUMBERLAND	09/10/2019	CC16	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	0	0	0	1	Y
CUMBERLAND	09/10/2019	EO61-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	3	0	0	3	Y
CUMBERLAND	09/10/2019	EO61-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	517	189	10	0	716	Y
CUMBERLAND	09/10/2019	EO61-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	236	167	2	0	405	Y
CUMBERLAND	09/10/2019	EO61-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	1	0	0	2	Y
CUMBERLAND	09/10/2019	EO61-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	1	0	0	2	Y
CUMBERLAND	09/10/2019	EO61-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	249	112	2	0	363	Y
CUMBERLAND	09/10/2019	EO61-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	154	124	0	0	278	Y
CUMBERLAND	09/10/2019	EO61-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G1A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
CUMBERLAND	09/10/2019	G1A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	128	64	0	0	192	Y
CUMBERLAND	09/10/2019	G1A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	277	101	0	0	378	Y
CUMBERLAND	09/10/2019	G1A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	0	0	0	2	Y
CUMBERLAND	09/10/2019	G1B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	2	0	0	3	Y
CUMBERLAND	09/10/2019	G1B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	407	359	5	0	771	Y
CUMBERLAND	09/10/2019	G1B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	236	316	2	0	554	Y
CUMBERLAND	09/10/2019	G1B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	4	0	0	6	Y
CUMBERLAND	09/10/2019	G3A-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	1	0	0	2	Y
CUMBERLAND	09/10/2019	G3A-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	153	53	2	0	208	Y
CUMBERLAND	09/10/2019	G3A-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	368	140	1	0	509	Y
CUMBERLAND	09/10/2019	G3A-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G3A-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G3A-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	181	45	2	0	228	Y
CUMBERLAND	09/10/2019	G3A-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	185	83	1	0	269	Y
CUMBERLAND	09/10/2019	G3A-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	0	0	0	2	Y
CUMBERLAND	09/10/2019	G3B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	1	0	0	2	Y
CUMBERLAND	09/10/2019	G3B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	120	24	1	0	145	Y
CUMBERLAND	09/10/2019	G3B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	93	21	1	0	115	Y
CUMBERLAND	09/10/2019	G3B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G3C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
CUMBERLAND	09/10/2019	G3C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	176	62	0	0	238	Y
CUMBERLAND	09/10/2019	G3C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	113	65	0	0	178	Y
CUMBERLAND	09/10/2019	G3C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	0	0	0	1	Y
CUMBERLAND	09/10/2019	G6A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	3	0	0	4	Y
CUMBERLAND	09/10/2019	G6A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	587	407	1	0	995	Y
CUMBERLAND	09/10/2019	G6A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	175	218	1	0	394	Y
CUMBERLAND	09/10/2019	G6A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	3	2	0	0	5	Y
CUMBERLAND	09/10/2019	G6B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
CUMBERLAND	09/10/2019	G6B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	232	46	0	0	278	Y
CUMBERLAND	09/10/2019	G6B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	58	41	2	0	101	Y
CUMBERLAND	09/10/2019	G6B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G6C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G6C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	312	84	0	0	396	Y
CUMBERLAND	09/10/2019	G6C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	180	100	1	0	281	Y
CUMBERLAND	09/10/2019	G6C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	0	0	0	2	Y
CUMBERLAND	09/10/2019	G9A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
CUMBERLAND	09/10/2019	G9A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	299	66	4	0	369	Y
CUMBERLAND	09/10/2019	G9A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	244	116	3	0	363	Y
CUMBERLAND	09/10/2019	G9A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	0	0	0	1	Y
CUMBERLAND	09/10/2019	G9B-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
CUMBERLAND	09/10/2019	G9B-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	368	76	2	0	446	Y
CUMBERLAND	09/10/2019	G9B-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	334	126	4	0	464	Y
CUMBERLAND	09/10/2019	G9B-1	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	5	1	0	0	6	Y
CUMBERLAND	09/10/2019	G9B-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	1	0	0	1	Y
CUMBERLAND	09/10/2019	G9B-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	398	136	1	0	535	Y
CUMBERLAND	09/10/2019	G9B-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	389	207	2	0	598	Y
CUMBERLAND	09/10/2019	G9B-2	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	3	1	0	0	4	Y
CUMBERLAND	09/10/2019	SH77	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	1	0	0	3	Y
CUMBERLAND	09/10/2019	SH77	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	378	64	0	0	442	Y
CUMBERLAND	09/10/2019	SH77	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	286	88	4	0	378	Y
CUMBERLAND	09/10/2019	SH77	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	1	0	0	1	Y
CURRITUCK	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	0	7	0	7	N
CURRITUCK	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	N
CURRITUCK	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	0	6	0	6	N
CURRITUCK	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	N
CURRITUCK	09/10/2019	CB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	12	0	0	0	12	Y
CURRITUCK	09/10/2019	CB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	CB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	23	0	0	0	23	Y
CURRITUCK	09/10/2019	CB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	2	0	0	0	2	Y
CURRITUCK	09/10/2019	CH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	71	0	0	0	71	Y
CURRITUCK	09/10/2019	CH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	2	0	0	0	2	Y
CURRITUCK	09/10/2019	CH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	395	0	0	0	395	Y
CURRITUCK	09/10/2019	CH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	4	0	0	0	4	Y
CURRITUCK	09/10/2019	CI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	12	0	0	0	12	Y
CURRITUCK	09/10/2019	CI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	CI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	51	0	0	0	51	Y
CURRITUCK	09/10/2019	CI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	CJ	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	23	0	0	0	23	Y
CURRITUCK	09/10/2019	CJ	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	CJ	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	45	0	0	0	45	Y
CURRITUCK	09/10/2019	CJ	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	GW	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	8	0	0	0	8	Y
CURRITUCK	09/10/2019	GW	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	GW	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	31	0	0	0	31	Y
CURRITUCK	09/10/2019	GW	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	IR	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	35	0	0	0	35	Y
CURRITUCK	09/10/2019	IR	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	IR	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	117	0	0	0	117	Y
CURRITUCK	09/10/2019	IR	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	KI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	33	0	0	0	33	Y
CURRITUCK	09/10/2019	KI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	KI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	147	0	0	0	147	Y
CURRITUCK	09/10/2019	KI	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	MY	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	144	0	0	0	144	Y
CURRITUCK	09/10/2019	MY	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	MY	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	407	0	0	0	407	Y
CURRITUCK	09/10/2019	MY	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	4	0	0	0	4	Y
CURRITUCK	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	213	0	0	213	N
CURRITUCK	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	3	0	0	3	N
CURRITUCK	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	322	0	0	322	N
CURRITUCK	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	1	0	0	1	N
CURRITUCK	09/10/2019	PB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	154	0	0	0	154	Y
CURRITUCK	09/10/2019	PB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
CURRITUCK	09/10/2019	PB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	340	0	0	0	340	Y
CURRITUCK	09/10/2019	PB	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	2	0	0	0	2	Y
CURRITUCK	09/10/2019	PP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	84	0	0	0	84	Y
CURRITUCK	09/10/2019	PP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	5	0	0	0	5	Y
CURRITUCK	09/10/2019	PP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	187	0	0	0	187	Y
CURRITUCK	09/10/2019	PP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	0	0	0	0	N
CURRITUCK	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	N
CURRITUCK	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	0	0	0	0	N
CURRITUCK	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	N
CURRITUCK	09/10/2019	WH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	93	0	0	0	93	Y
CURRITUCK	09/10/2019	WH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
CURRITUCK	09/10/2019	WH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	96	0	0	0	96	Y
CURRITUCK	09/10/2019	WH	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	2	0	0	0	2	Y
DARE	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	0	17	0	17	N
DARE	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	N
DARE	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	0	8	0	8	N
DARE	09/10/2019	ABSENTEE MAIL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	N
DARE	09/10/2019	AVON	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	61	0	0	0	61	Y
DARE	09/10/2019	AVON	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
DARE	09/10/2019	AVON	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	82	0	0	0	82	Y
DARE	09/10/2019	AVON	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	2	0	0	0	2	Y
DARE	09/10/2019	BUX	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	71	0	0	0	71	Y
DARE	09/10/2019	BUX	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
DARE	09/10/2019	BUX	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	92	0	0	0	92	Y
DARE	09/10/2019	BUX	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
DARE	09/10/2019	CHCA	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	67	0	0	0	67	Y
DARE	09/10/2019	CHCA	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
DARE	09/10/2019	CHCA	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	43	0	0	0	43	Y
DARE	09/10/2019	CHCA	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
DARE	09/10/2019	COL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	253	0	0	0	253	Y
DARE	09/10/2019	COL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	1	0	0	0	1	Y
DARE	09/10/2019	COL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	326	0	0	0	326	Y
DARE	09/10/2019	COL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	3	0	0	0	3	Y
DARE	09/10/2019	DUCK	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	84	0	0	0	84	Y
DARE	09/10/2019	DUCK	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
DARE	09/10/2019	DUCK	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	74	0	0	0	74	Y
DARE	09/10/2019	DUCK	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
DARE	09/10/2019	EL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	2	0	0	0	2	Y
DARE	09/10/2019	EL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
DARE	09/10/2019	EL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	16	0	0	0	16	Y
