County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	One Stop	Absentee by Mail	Provisional	Total Votes	Real Precinct
SCOTLAND	09/10/2019	PROVISIONAL	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	0	0	0	0	0	N
SCOTLAND	09/10/2019	PROVISIONAL	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	0	0	0	0	N
TYRRELL	09/10/2019	1	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	29	0	0	0	29	Y
TYRRELL	09/10/2019	1	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	1	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	4	0	0	0	4	Y
TYRRELL	09/10/2019	1	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	14	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	4	0	0	0	4	Y
TYRRELL	09/10/2019	14	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	14	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	20	0	0	0	20	Y
TYRRELL	09/10/2019	14	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	15	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	54	0	0	0	54	Y
TYRRELL	09/10/2019	15	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	15	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	39	0	0	0	39	Y
TYRRELL	09/10/2019	15	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	16	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	16	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	16	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	2	0	0	0	2	Y
TYRRELL	09/10/2019	16	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	2	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	61	0	0	0	61	Y
TYRRELL	09/10/2019	2	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	2	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	107	0	0	0	107	Y
TYRRELL	09/10/2019	2	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	9	0	0	0	9	Y
TYRRELL	09/10/2019	3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	17	0	0	0	17	Y
TYRRELL	09/10/2019	3	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	Y
TYRRELL	09/10/2019	ABSENTEE	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	0	0	0	0	N
TYRRELL	09/10/2019	ABSENTEE	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	N
TYRRELL	09/10/2019	ABSENTEE	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	0	0	0	0	N
TYRRELL	09/10/2019	ABSENTEE	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	N
TYRRELL	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	75	0	0	75	N
TYRRELL	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	N
TYRRELL	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	123	0	0	123	N
TYRRELL	09/10/2019	ONE STOP	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	N
TYRRELL	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Allen Thomas	DEM	1	0	0	0	0	0	N
TYRRELL	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Holt	CST	1	0	0	0	0	0	N
TYRRELL	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Greg Murphy	REP	1	0	0	0	0	0	N
TYRRELL	09/10/2019	PROVISIONAL	1002	S	US HOUSE OF REPRESENTATIVES DISTRICT 03	Tim Harris	LIB	1	0	0	0	0	0	N
UNION	09/10/2019	001	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	1	0	0	1	Y
UNION	09/10/2019	001	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	35	38	0	0	73	Y
UNION	09/10/2019	001	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	107	72	0	0	179	Y
UNION	09/10/2019	001	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	1	0	0	2	Y
UNION	09/10/2019	002	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	3	0	0	0	3	Y
UNION	09/10/2019	002	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	87	112	2	0	201	Y
UNION	09/10/2019	002	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	172	236	1	0	409	Y
UNION	09/10/2019	002	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	1	0	0	3	Y
UNION	09/10/2019	003	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	1	0	0	2	Y
UNION	09/10/2019	003	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	74	103	5	0	182	Y
UNION	09/10/2019	003	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	110	123	12	0	245	Y
UNION	09/10/2019	003	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	0	0	0	1	Y
UNION	09/10/2019	004	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
UNION	09/10/2019	004	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	25	35	1	0	61	Y
UNION	09/10/2019	004	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	173	141	0	0	314	Y
UNION	09/10/2019	004	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	0	0	0	2	Y
UNION	09/10/2019	005	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	3	0	0	0	3	Y
UNION	09/10/2019	005	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	359	249	1	0	609	Y
UNION	09/10/2019	005	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	198	219	3	0	420	Y
UNION	09/10/2019	005	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	5	2	0	0	7	Y
UNION	09/10/2019	006	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	3	0	0	4	Y
UNION	09/10/2019	006	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	330	234	0	0	564	Y
UNION	09/10/2019	006	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	89	86	0	0	175	Y
UNION	09/10/2019	006	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	0	0	0	1	Y
UNION	09/10/2019	007	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	007	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	439	382	4	0	825	Y
UNION	09/10/2019	007	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	204	305	2	0	511	Y
UNION	09/10/2019	007	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	6	1	0	0	7	Y
UNION	09/10/2019	008	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	5	2	0	0	7	Y
UNION	09/10/2019	008	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	149	153	0	0	302	Y
UNION	09/10/2019	008	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	266	277	0	0	543	Y
UNION	09/10/2019	008	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	3	3	0	0	6	Y
UNION	09/10/2019	009	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	009	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	123	50	1	0	174	Y
UNION	09/10/2019	009	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	222	89	0	0	311	Y
UNION	09/10/2019	009	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	1	0	0	3	Y
UNION	09/10/2019	010	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	010	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	52	79	0	0	131	Y
UNION	09/10/2019	010	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	142	195	2	0	339	Y
UNION	09/10/2019	010	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	1	0	0	2	Y
UNION	09/10/2019	011	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	2	0	0	4	Y
UNION	09/10/2019	011	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	615	252	5	0	872	Y
UNION	09/10/2019	011	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	87	72	0	0	159	Y
UNION	09/10/2019	011	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	2	0	0	4	Y
UNION	09/10/2019	012	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	012	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	655	329	6	0	990	Y
UNION	09/10/2019	012	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	82	79	0	0	161	Y
UNION	09/10/2019	012	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	7	0	0	0	7	Y
UNION	09/10/2019	013	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	013	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	675	365	1	0	1041	Y
UNION	09/10/2019	013	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	78	96	1	0	175	Y
UNION	09/10/2019	013	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	6	3	0	0	9	Y
UNION	09/10/2019	014	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
UNION	09/10/2019	014	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	181	113	4	0	298	Y
UNION	09/10/2019	014	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	112	48	1	0	161	Y
UNION	09/10/2019	014	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	2	0	0	2	Y
UNION	09/10/2019	015	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	3	0	0	0	3	Y
UNION	09/10/2019	015	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	604	297	8	0	909	Y
UNION	09/10/2019	015	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	489	337	8	0	834	Y
UNION	09/10/2019	015	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	7	0	0	0	7	Y
UNION	09/10/2019	016	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	3	1	0	0	4	Y
UNION	09/10/2019	016	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	566	617	18	0	1201	Y
UNION	09/10/2019	016	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	384	411	5	0	800	Y
UNION	09/10/2019	016	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	9	2	0	0	11	Y
UNION	09/10/2019	017A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	017A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	407	382	5	0	794	Y
UNION	09/10/2019	017A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	234	211	4	0	449	Y
UNION	09/10/2019	017A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	3	2	0	0	5	Y
UNION	09/10/2019	017B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	2	0	0	3	Y
UNION	09/10/2019	017B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	601	518	6	0	1125	Y
UNION	09/10/2019	017B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	314	476	9	0	799	Y
UNION	09/10/2019	017B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	4	0	0	6	Y
UNION	09/10/2019	018	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	018	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	547	282	14	0	843	Y
UNION	09/10/2019	018	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	271	214	8	0	493	Y
UNION	09/10/2019	018	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	9	1	0	0	10	Y
UNION	09/10/2019	019	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	2	0	0	2	Y
UNION	09/10/2019	019	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	746	660	4	0	1410	Y
UNION	09/10/2019	019	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	392	459	8	0	859	Y
UNION	09/10/2019	019	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	5	5	0	0	10	Y
UNION	09/10/2019	020A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	1	0	0	2	Y
UNION	09/10/2019	020A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	566	300	5	0	871	Y
UNION	09/10/2019	020A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	508	348	7	0	863	Y
UNION	09/10/2019	020A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	13	2	0	0	15	Y
UNION	09/10/2019	020B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
UNION	09/10/2019	020B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	518	518	5	0	1041	Y
UNION	09/10/2019	020B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	274	460	12	0	746	Y
UNION	09/10/2019	020B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	7	8	0	0	15	Y
UNION	09/10/2019	021	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	021	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	503	261	6	0	770	Y
UNION	09/10/2019	021	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	115	113	0	0	228	Y
UNION	09/10/2019	021	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	2	0	0	4	Y
UNION	09/10/2019	022	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	1	0	0	1	Y
UNION	09/10/2019	022	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	605	326	3	0	934	Y
UNION	09/10/2019	022	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	168	88	4	0	260	Y
UNION	09/10/2019	022	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	10	2	0	0	12	Y
UNION	09/10/2019	023	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	023	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	311	312	7	0	630	Y
UNION	09/10/2019	023	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	108	187	1	0	296	Y
UNION	09/10/2019	023	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	0	0	0	2	Y
UNION	09/10/2019	024	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	024	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	353	325	7	0	685	Y
UNION	09/10/2019	024	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	86	129	0	0	215	Y
UNION	09/10/2019	024	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	0	0	0	1	Y
UNION	09/10/2019	025	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	025	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	304	280	3	0	587	Y
UNION	09/10/2019	025	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	70	124	2	0	196	Y
UNION	09/10/2019	025	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	6	2	0	0	8	Y
UNION	09/10/2019	026	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	026	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	381	201	3	0	585	Y
UNION	09/10/2019	026	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	66	62	0	0	128	Y
UNION	09/10/2019	026	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	1	0	0	2	Y
UNION	09/10/2019	027	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	1	0	0	2	Y
UNION	09/10/2019	027	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	330	262	2	0	594	Y
UNION	09/10/2019	027	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	61	109	0	0	170	Y
UNION	09/10/2019	027	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	0	3	1	0	4	Y
UNION	09/10/2019	028A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	4	0	0	0	4	Y
UNION	09/10/2019	028A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	653	436	14	0	1103	Y
UNION	09/10/2019	028A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	453	468	15	0	936	Y
UNION	09/10/2019	028A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	13	0	0	0	13	Y
UNION	09/10/2019	028B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	1	0	0	0	1	Y
UNION	09/10/2019	028B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	550	234	9	0	793	Y
UNION	09/10/2019	028B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	491	247	15	0	753	Y
UNION	09/10/2019	028B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	7	1	0	0	8	Y
UNION	09/10/2019	028C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	1	0	0	1	Y
UNION	09/10/2019	028C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	446	283	9	0	738	Y
UNION	09/10/2019	028C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	366	297	12	0	675	Y
UNION	09/10/2019	028C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	1	2	0	0	3	Y
UNION	09/10/2019	028D	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
UNION	09/10/2019	028D	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	582	373	12	0	967	Y
UNION	09/10/2019	028D	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	475	399	12	0	886	Y
UNION	09/10/2019	028D	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	8	4	0	0	12	Y
UNION	09/10/2019	029A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	4	2	0	0	6	Y
UNION	09/10/2019	029A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	480	223	8	0	711	Y
UNION	09/10/2019	029A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	520	360	7	0	887	Y
UNION	09/10/2019	029A	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	3	4	0	0	7	Y
UNION	09/10/2019	029B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	2	0	0	2	Y
UNION	09/10/2019	029B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	310	93	2	0	405	Y
UNION	09/10/2019	029B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	228	77	1	0	306	Y
UNION	09/10/2019	029B	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	3	1	0	0	4	Y
UNION	09/10/2019	029C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	0	0	0	0	Y
UNION	09/10/2019	029C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	358	185	4	0	547	Y
UNION	09/10/2019	029C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	220	160	3	0	383	Y
UNION	09/10/2019	029C	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	4	1	0	0	5	Y
UNION	09/10/2019	030	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	2	0	0	0	2	Y
UNION	09/10/2019	030	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	559	507	17	0	1083	Y
UNION	09/10/2019	030	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	306	382	9	0	697	Y
UNION	09/10/2019	030	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	2	2	0	0	4	Y
UNION	09/10/2019	031	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	3	0	0	0	3	Y
UNION	09/10/2019	031	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	419	253	2	0	674	Y
UNION	09/10/2019	031	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan McCready	DEM	1	296	285	6	0	587	Y
UNION	09/10/2019	031	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Jeff Scott	LIB	1	8	4	0	0	12	Y
UNION	09/10/2019	032	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Allen Smith	GRE	1	0	2	0	0	2	Y
UNION	09/10/2019	032	1001	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Dan Bishop	REP	1	425	546	8	0	979	Y
